,service_name,first_person_in_charge,index_date,monitor_rule_description,index_type,index_name,aviator_expression,aviator_values,cat_view_url,duration_days
68,bxgame-gobang,jinyunzhe,2021-06-16,游戏指令响应时间监控,processMsg,"app:5,serv:13,type:1,msg:199",avg>100 || line99Value>150 || line999Value>200,"[""avg=69.5206"",""line99Value=196.6873"",""line999Value=199.2046""]",https://cat.yupaopao.com/cat/r/t?domain=bxgame-gobang&date=20210616&ip=All&type=processMsg&reportType=day&op=history,2
69,bxgame-gobang,jinyunzhe,2021-06-16,游戏指令响应时间监控,processMsg,"app:6,serv:13,type:1,msg:604",avg>100 || line99Value>150 || line999Value>200,"[""avg=109.3881"",""line99Value=200.2376"",""line999Value=200.2376""]",https://cat.yupaopao.com/cat/r/t?domain=bxgame-gobang&date=20210616&ip=All&type=processMsg&reportType=day&op=history,2
70,bxgame-gobang,jinyunzhe,2021-06-16,游戏指令响应时间监控,processMsg,"app:3,serv:13,type:1,msg:199",avg>100 || line99Value>150 || line999Value>200,"[""avg=104.5741"",""line99Value=255.906"",""line999Value=271.0596""]",https://cat.yupaopao.com/cat/r/t?domain=bxgame-gobang&date=20210616&ip=All&type=processMsg&reportType=day&op=history,2
71,bxgame-gobang,jinyunzhe,2021-06-16,游戏指令响应时间监控,processMsg,"app:9,serv:13,type:1,msg:209",avg>100 || line99Value>150 || line999Value>200,"[""avg=86.3916"",""line99Value=152.6377"",""line999Value=152.6377""]",https://cat.yupaopao.com/cat/r/t?domain=bxgame-gobang&date=20210616&ip=All&type=processMsg&reportType=day&op=history,1
72,bxgame-gobang,jinyunzhe,2021-06-16,游戏指令响应时间监控,processMsg,"app:5,serv:13,type:1,msg:200",avg>100 || line99Value>150 || line999Value>200,"[""avg=110.8768"",""line99Value=145.3675"",""line999Value=161.5514""]",https://cat.yupaopao.com/cat/r/t?domain=bxgame-gobang&date=20210616&ip=All&type=processMsg&reportType=day&op=history,2
73,bxgame-gobang,jinyunzhe,2021-06-16,游戏指令响应时间监控,processMsg,"app:3,serv:13,type:1,msg:104",avg>100 || line99Value>150 || line999Value>200,"[""avg=124.1902"",""line99Value=225.1485"",""line999Value=241.2597""]",https://cat.yupaopao.com/cat/r/t?domain=bxgame-gobang&date=20210616&ip=All&type=processMsg&reportType=day&op=history,2
74,bxgame-gobang,jinyunzhe,2021-06-16,游戏指令响应时间监控,processMsg,"app:4,serv:13,type:1,msg:200",avg>100 || line99Value>150 || line999Value>200,"[""avg=116.2316"",""line99Value=128.3333"",""line999Value=128.3333""]",https://cat.yupaopao.com/cat/r/t?domain=bxgame-gobang&date=20210616&ip=All&type=processMsg&reportType=day&op=history,2
75,bxgame-gobang,jinyunzhe,2021-06-16,游戏指令响应时间监控,processMsg,"app:6,serv:13,type:1,msg:199",avg>100 || line99Value>150 || line999Value>200,"[""avg=65.1135"",""line99Value=167.6241"",""line999Value=172.1195""]",https://cat.yupaopao.com/cat/r/t?domain=bxgame-gobang&date=20210616&ip=All&type=processMsg&reportType=day&op=history,1
76,bxgame-gobang,jinyunzhe,2021-06-16,异常数,error,com.yupaopao.platform.game.battle.base.ModuleException,count>0,"[""count=107""]",https://cat.yupaopao.com/cat/r/p?domain=bxgame-gobang&ip=All&date=20210616&reportType=day&op=history,14
77,bxgame-snake,yuruyi,2021-06-16,异常数,error,com.alibaba.dubbo.rpc.RpcException,count>0,"[""count=4""]",https://cat.yupaopao.com/cat/r/p?domain=bxgame-snake&ip=All&date=20210616&reportType=day&op=history,1
78,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,ImGameService.sendGameInvite,avg>100 || line99Value>150 || line999Value>200,"[""avg=138.7941"",""line99Value=198.1909"",""line999Value=198.1909""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
79,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,GameMateSeekService.getNearbyUidList,avg>100 || line99Value>150 || line999Value>200,"[""avg=188.7931"",""line99Value=511.8009"",""line999Value=541.3357""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
80,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,PlayMateUserRecommendService.getFocusOnUserRecommendation,avg>100 || line99Value>150 || line999Value>200,"[""avg=153.7057"",""line99Value=536.5769"",""line999Value=536.5769""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
81,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,GameBattleRecordService.getRecentPlayedJointGameList,avg>100 || line99Value>150 || line999Value>200,"[""avg=10.387"",""line99Value=123.4417"",""line999Value=318.2701""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
82,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,MallService.buyProduct,avg>100 || line99Value>150 || line999Value>200,"[""avg=158.48"",""line99Value=169.5"",""line999Value=169.5""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
83,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,GameCenterSignInV2Service.signIn,avg>100 || line99Value>150 || line999Value>200,"[""avg=110.7544"",""line99Value=172.8704"",""line999Value=176.9444""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
84,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,ImGameService.sendImGameGroupInvite,avg>100 || line99Value>150 || line999Value>200,"[""avg=141.4333"",""line99Value=156.7222"",""line999Value=156.7222""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
85,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,GameMateSeekService.getUserFriendPlayerList,avg>100 || line99Value>150 || line999Value>200,"[""avg=54.3462"",""line99Value=236.4429"",""line999Value=448.2423""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
86,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,GameMateSeekService.getUserNearbyPlayerList,avg>100 || line99Value>150 || line999Value>200,"[""avg=72.1782"",""line99Value=273.467"",""line999Value=273.467""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
87,game-center-service,chenyutao,2021-06-16,dubbo接口响应时间监控,PigeonService,ImGameService.sendImGameInvite,avg>100 || line99Value>150 || line999Value>200,"[""avg=162.6822"",""line99Value=252.3278"",""line999Value=284.8996""]",https://cat.yupaopao.com/cat/r/t?domain=game-center-service&date=20210616&ip=All&type=PigeonService&reportType=day&op=history,2
